"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.841944498E1,5.479564071E-1,2.017149448E0,2.076970100E0
8.843611164E1,-2.679961443E0,2.782852650E0,2.189432621E0
8.845277831E1,-3.412165165E0,1.015513897E1,1.158126116E0
8.846944498E1,-2.316252232E0,1.397886944E1,-6.173482537E-1
8.848611164E1,3.900300860E-1,1.321316624E1,-8.231309652E-1
8.850277831E1,-1.009771109E0,7.063612461E0,2.634497643E0
8.851944497E1,-1.804188251E0,4.850251675E0,3.201596737E0
8.853611164E1,-1.861616015E0,7.570890903E0,1.706082582E0
8.855277831E1,-2.026720762E0,1.061456108E1,-1.091127157E0
8.856944497E1,-1.313659668E0,1.122473145E1,-5.527420044E-1
8.858611164E1,-2.273181438E0,9.504291534E0,8.805587292E-1
8.860277830E1,-1.801795483E0,9.444471359E0,8.709874153E-1
8.861944497E1,-1.612762451E0,9.600004196E0,9.212366939E-1
8.863611164E1,-1.141376376E0,1.000439167E1,4.546363056E-1
8.865277830E1,-1.586441398E0,1.037767220E1,9.164510965E-1
8.866944497E1,-1.928615093E0,9.868000984E0,7.633104324E-1
8.868611163E1,-2.507678032E0,1.004506969E1,1.165304661E0
8.870277830E1,-2.699103832E0,1.000917721E1,1.679761529E0
8.871944497E1,-2.163111687E0,9.535398483E0,1.387837172E0
8.873611163E1,-1.813759565E0,8.477770805E0,7.345965505E-1
8.875277830E1,-1.045663476E0,8.829515457E0,9.236295223E-1
8.876944496E1,-1.064806104E0,9.978070259E0,6.221339107E-1
8.878611163E1,-1.292124271E0,9.934999466E0,1.040877819E0
8.880277830E1,-9.571290612E-1,9.559326172E0,5.479564071E-1
8.881944496E1,-1.306481123E0,9.212367058E0,9.499505758E-1
8.883611163E1,-1.241874933E0,8.949156761E0,7.250252366E-1
8.885277829E1,-1.706082582E0,8.824729919E0,7.465606928E-1
8.886944496E1,-1.631905079E0,9.595218658E0,5.814558864E-1
8.888611163E1,-2.062613010E0,1.008574772E1,7.680960894E-1
8.890277829E1,-2.170290232E0,9.071190834E0,7.800601721E-1
8.891944496E1,-1.904686809E0,8.319844246E0,5.120640397E-1
8.893611162E1,-2.600998163E0,9.339186668E0,1.002592683E0
8.895277829E1,-2.435893536E0,1.012403297E1,9.284151793E-1
8.896944496E1,-1.756331801E0,9.915857315E0,-3.828516230E-2
8.898611162E1,-1.304088354E0,9.001798630E0,-2.632104978E-2
